mo_name,sp_code,sp_name,st,boattype,month,area,trips,v_trips,boatsonf,tot_area,n_area,p_area,year,state,n,mbluetile,msandtile,mgoldtile,munclasstile,malb,mskj,myft,mbet,mwhm,mbum,msai,mwah,mblushk,mthrshk,mbethrsh,msfnmako,mlfnmako,mdskyshk,mhmmrshk,mltunny,mbon,mkmack,msmack,mblktun,msbarshk,mswd,mmakoshk,mwshk,mtgrshk,mstgrshk,mambrjk,mdol,mysbft,msbft,mlschbft,msmdbft,mlgmdbft,mlgbft,muncbft,mporbgl,sbluetile,ssandtile,sgoldtile,sunclasstile,salb,sskj,syft,sbet,swhm,sbum,ssai,swah,sblushk,sthrshk,sbethrsh,ssfnmako,slfnmako,sdskyshk,shmmrshk,sltunny,sbon,skmack,ssmack,sblktun,ssbarshk,sswd,smakoshk,swshk,stgrshk,sstgrshk,sambrjk,sdol,sysbft,ssbft,slschbft,ssmdbft,slgmdbft,slgbft,suncbft,sporbgl,intrcept,inframe,outframe,p_frame,vp_frame,exfactor,vxfactor,tottrips,vartrips,cbluetile,vbluetile,csandtile,vsandtile,cgoldtile,vgoldtile,cunclasstile,vunclasstile,calb,valb,cskj,vskj,cyft,vyft,cbet,vbet,cwhm,vwhm,cbum,vbum,csai,vsai,cwah,vwah,cblushk,vblushk,cthrshk,vthrshk,cbethrsh,vbethrsh,csfnmako,vsfnmako,clfnmako,vlfnmako,cdskyshk,vdskyshk,chmmrshk,vhmmrshk,cltunny,vltunny,cbon,vbon,ckmack,vkmack,csmack,vsmack,cblktun,vblktun,csbarshk,vsbarshk,cswd,vswd,cmakoshk,vmakoshk,cwshk,vwshk,ctgrshk,vtgrshk,cstgrshk,vstgrshk,cambrjk,vambrjk,cdol,vdol,cysbft,vysbft,csbft,vsbft,clschbft,vlschbft,csmdbft,vsmdbft,clgmdbft,vlgmdbft,clgbft,vlgbft,cuncbft,vuncbft,cporbgl,vporbgl,kept,var_kept,meankept,s2_kept,alive,var_alive,dead,var_dead,weighed,var_weighed
June,3551,shortfin mako,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,3571,mako sharks,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,3581,longfin mako,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,3840,Spanish mackerel,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,4328,swordfish,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0.0357142857,0.0350649351,0,0,0,0,0,0
June,4440,blue tilefish,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.70175439,8028.9624773,1,12.581818182,0,0,0,0,0,0
June,4450,sand tilefish,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,4460,golden tilefish,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,4470,unclassified tilefish,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,4661,skipjack tuna,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0.0357142857,0.0350649351,0,0,0,0,2.798245614,7.8301785165
June,4670,bluefin tuna - UNC,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,4671,bluefin tuna - large,VA,1,6,2,125.361404,2010.074016,812,,,1,2023,VA,56,1,0,0,0,0,0.0357142857,0.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0,0,0,0,0,0.0357142857,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,12.581818182,0,0,0,0,0.0350649351,3.8532467532,0,0,0,0,0,0,0,0,0,0,0,0,0.1766233766,0,0,0,0,0,0.0350649351,0,0,0,0,0,0.6077922078,0,0,0,0,0,0,0,0,55,44,11,0.8,0.0029090909,1.25,0.0072337963,156.70175439,3239.8827761,156.70175439,8028.9624773,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,151.10526316,4479.2754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192982456,83.759043825,0,0,0,0,0,0,0,0,0,0,5.5964912281,17.479443253,0,0,0,0,0,0,0,0,0,0,33.578947368,380.11708249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
